TF_name,cell_line,TF_cell_line,odds_ratio,overlap_bp_NFR,overlap_bp_NDR,p_value
KLF9,MCF-7,KLF9_MCF-7,0.0741273017081039,77072,8487,1
ETV6,HepG2,ETV6_HepG2,0.0730353307082599,910,606,1
ETS1,HepG2,ETS1_HepG2,0.0713808282511115,976,665,1
YY1,HepG2,YY1_HepG2,0.0686002348616877,1573,1115,1
LBX2,HepG2,LBX2_HepG2,0.0675674335190512,25,18,0.999999999999988
GMEB2,HepG2,GMEB2_HepG2,0.0648646535182852,28,21,1
ELF4,HepG2,ELF4_HepG2,0.0636686086379387,1756,1341,1
ZBTB14,HepG2,ZBTB14_HepG2,0.0634416985109889,5174,3961,1
ELK1,K562,ELK1_K562,0.0630210712366055,306,928,1
E2F4,HepG2,E2F4_HepG2,0.0612614847438234,820,651,1
TFDP1,HepG2,TFDP1_HepG2,0.0611530874515316,2933,2331,1
E2F6,HeLa-S3,E2F6_HeLa-S3,0.0611038924408212,8281,967,1
SP1,K562,SP1_K562,0.0609570928018887,4089,12783,1
E2F2,HepG2,E2F2_HepG2,0.0536522682588727,225,204,1
ELK4,HeLa-S3,ELK4_HeLa-S3,0.0508449628370341,5044,708,1
SP2,K562,SP2_K562,0.0490944064580188,518,2016,1
IRF3,HepG2,IRF3_HepG2,0.0486485034066078,20,20,1
NRF1,HepG2,NRF1_HepG2,0.0480962234022701,5791,5843,1
SP2,HepG2,SP2_HepG2,0.0449582200757761,6519,7033,1
MAZ,MCF-7,MAZ_MCF-7,0.0445759688085648,21617,3974,1
E2F1,HepG2,E2F1_HepG2,0.0423264002204861,409,470,1
SP1,HepG2,SP1_HepG2,0.0401866810306892,6820,8227,1
FOXK2,MCF-7,FOXK2_MCF-7,0.0370099761815522,90,20,1
ELK1,HepG2,ELK1_HepG2,0.0344670810641225,584,824,1
ELK1,HeLa-S3,ELK1_HeLa-S3,0.0343823564123278,1729,359,1
E2F4,HeLa-S3,E2F4_HeLa-S3,0.0307604148936534,280,65,1
E2F4,K562,E2F4_K562,0.0282385863798964,39,264,1
ELK4,HepG2,ELK4_HepG2,0.0249334652761763,102,199,1
SP1,MCF-7,SP1_MCF-7,0.0129726542625386,1108,702,1
NRF1,HeLa-S3,NRF1_HeLa-S3,0.0119582649768767,841,502,1
E2F4,MCF-7,E2F4_MCF-7,0.0116633582472794,78,55,1
NRF1,MCF-7,NRF1_MCF-7,0.0102549230221033,4371,3494,1
ELK1,MCF-7,ELK1_MCF-7,0.00920481123868264,1044,932,1
