TF_name,cell_line,TF_cell_line,odds_ratio,overlap_bp_NFR,overlap_bp_NDR,p_value
YY1,HepG2,YY1_HepG2,0.0641242214511858,1573,1332,1
ELF4,HepG2,ELF4_HepG2,0.0612344949201729,1756,1557,1
KLF9,MCF-7,KLF9_MCF-7,0.0609455189998745,77072,11519,1
E2F4,HepG2,E2F4_HepG2,0.0605104074862143,820,736,1
E2F2,HepG2,E2F2_HepG2,0.0599146703347145,225,204,1
ZBTB14,HepG2,ZBTB14_HepG2,0.056794169737593,5174,4940,1
TFDP1,HepG2,TFDP1_HepG2,0.0564436113537037,2933,2820,1
IRF3,HepG2,IRF3_HepG2,0.0543263893385588,20,20,1
GMEB2,HepG2,GMEB2_HepG2,0.0543262250052105,28,28,1
SP1,K562,SP1_K562,0.0522617638624999,4089,17540,1
ELK1,K562,ELK1_K562,0.0464145258955339,306,1483,1
MAZ,MCF-7,MAZ_MCF-7,0.0462084433097194,21617,4286,1
E2F6,HeLa-S3,E2F6_HeLa-S3,0.0459191218322519,8281,1483,1
NRF1,HepG2,NRF1_HepG2,0.0445809398338685,5791,7038,1
ELK4,HeLa-S3,ELK4_HeLa-S3,0.0431791478329744,5044,961,1
SP2,K562,SP2_K562,0.0428744664361038,518,2717,1
SP2,HepG2,SP2_HepG2,0.0423954923517626,6519,8327,1
FOXK2,MCF-7,FOXK2_MCF-7,0.0413719673120073,90,20,1
E2F1,HepG2,E2F1_HepG2,0.0406124295873554,409,547,1
SP1,HepG2,SP1_HepG2,0.0371694263890304,6820,9930,1
E2F4,HeLa-S3,E2F4_HeLa-S3,0.0354618730424912,280,65,1
ELK1,HepG2,ELK1_HepG2,0.0330365370385668,584,960,1
ELK1,HeLa-S3,ELK1_HeLa-S3,0.0313419852035162,1729,454,1
ELK4,HepG2,ELK4_HepG2,0.0253007336720419,102,219,1
E2F4,K562,E2F4_K562,0.0204063839591689,39,430,1
E2F4,MCF-7,E2F4_MCF-7,0.013038046231267,78,55,1
SP1,MCF-7,SP1_MCF-7,0.0120897980847682,1108,842,1
NRF1,MCF-7,NRF1_MCF-7,0.0107543202474658,4371,3725,1
NRF1,HeLa-S3,NRF1_HeLa-S3,0.00981534146719879,841,705,1
ELK1,MCF-7,ELK1_MCF-7,0.00914195624609666,1044,1049,1
