TF_name,cell_line,TF_cell_line,odds_ratio,overlap_bp_NFR,overlap_bp_NDR,p_value
YY1,HepG2,YY1_HepG2,0.0640280601487215,1562,1332,1
ELF4,HepG2,ELF4_HepG2,0.0615732653903627,1756,1557,1
KLF9,MCF-7,KLF9_MCF-7,0.0605946987519631,76250,11519,1
E2F2,HepG2,E2F2_HepG2,0.0602461279930612,225,204,1
E2F4,HepG2,E2F4_HepG2,0.0589158948055024,794,736,1
ZBTB14,HepG2,ZBTB14_HepG2,0.0565012638976767,5119,4940,1
TFDP1,HepG2,TFDP1_HepG2,0.0557882842860874,2883,2820,1
IRF3,HepG2,IRF3_HepG2,0.0546269303758125,20,20,1
GMEB2,HepG2,GMEB2_HepG2,0.0546267651858645,28,28,1
SP1,K562,SP1_K562,0.0517950672846003,4011,17540,1
ELK1,K562,ELK1_K562,0.0468946793791776,306,1483,1
MAZ,MCF-7,MAZ_MCF-7,0.0458793002399961,21357,4286,1
E2F6,HeLa-S3,E2F6_HeLa-S3,0.0448542391585743,8035,1483,1
NRF1,HepG2,NRF1_HepG2,0.0446727611198427,5771,7038,1
SP2,K562,SP2_K562,0.0433180031405996,518,2717,1
ELK4,HeLa-S3,ELK4_HeLa-S3,0.0425125593862993,4933,961,1
SP2,HepG2,SP2_HepG2,0.0424207742744105,6487,8327,1
FOXK2,MCF-7,FOXK2_MCF-7,0.0415773995485102,90,20,1
E2F1,HepG2,E2F1_HepG2,0.0408371050272067,409,547,1
SP1,HepG2,SP1_HepG2,0.0371777662319021,6784,9930,1
E2F4,HeLa-S3,E2F4_HeLa-S3,0.0357000680011757,280,65,1
ELK1,HepG2,ELK1_HepG2,0.0321954066921367,566,960,1
ELK1,HeLa-S3,ELK1_HeLa-S3,0.0313882663689156,1720,454,1
ELK4,HepG2,ELK4_HepG2,0.0254407010516625,102,219,1
E2F4,K562,E2F4_K562,0.0206174830369468,39,430,1
E2F4,MCF-7,E2F4_MCF-7,0.0131027865594815,78,55,1
SP1,MCF-7,SP1_MCF-7,0.012149830382529,1108,842,1
NRF1,MCF-7,NRF1_MCF-7,0.010740960143828,4344,3725,1
NRF1,HeLa-S3,NRF1_HeLa-S3,0.00988127068238434,841,705,1
ELK1,MCF-7,ELK1_MCF-7,0.00910814896393124,1035,1049,1
