TF_name,cell_line,TF_cell_line,odds_ratio,overlap_bp_NFR,overlap_bp_NDR,p_value
ZBTB7B,HepG2,ZBTB7B_HepG2,0.0705577842633518,15677,4749,1
ISL2,HepG2,ISL2_HepG2,0.0704793375013958,1978,600,1
CTCF,H1,CTCF_H1,0.0704742824863553,529488,6278,1
SNAI1,HepG2,SNAI1_HepG2,0.0703710618862255,7150,2172,1
E2F1,MCF-7,E2F1_MCF-7,0.0700252023162012,18342,1328,1
TGIF2,HepG2,TGIF2_HepG2,0.0698722701625757,5746,1758,1
HEY1,K562,HEY1_K562,0.0696751878239993,189,172,1
CREB3,K562,CREB3_K562,0.0696356560717832,1386,1262,1
PRDM4,HepG2,PRDM4_HepG2,0.0695118680609524,608,187,1
CLOCK,K562,CLOCK_K562,0.0693337276400827,351,321,1
GABPA,HepG2,GABPA_HepG2,0.0684549380274272,37660,11754,1
TCF7L2,K562,TCF7L2_K562,0.06834652019749,512,475,1
ELK4,HeLa-S3,ELK4_HeLa-S3,0.0681195102239849,19048,3124,1
NFE2L1,HepG2,NFE2L1_HepG2,0.0676848705171915,1431,452,1
TEAD1,HepG2,TEAD1_HepG2,0.0675505546346264,21876,6921,1
DLX6,HepG2,DLX6_HepG2,0.0664561202649579,1032,332,1
ZBTB33,K562,ZBTB33_K562,0.0661370727000292,7972,7641,1
RREB1,K562,RREB1_K562,0.0659122667520884,9969,9587,1
RFX5,K562,RFX5_K562,0.0658213875584469,845,814,1
RELA,HepG2,RELA_HepG2,0.0655165418549502,3178,1037,1
E2F6,HeLa-S3,E2F6_HeLa-S3,0.0654493487126504,30672,5235,1
FOS,K562,FOS_K562,0.0651124005351925,4785,4659,1
MNT,K562,MNT_K562,0.0649244254119686,15247,14883,1
NFYB,K562,NFYB_K562,0.0649110568336538,10213,9973,1
HNF1A,HepG2,HNF1A_HepG2,0.0646683184923776,23755,7850,1
ZBTB7B,MCF-7,ZBTB7B_MCF-7,0.0645905463082768,7605,597,1
NR2C2,HepG2,NR2C2_HepG2,0.0641850788317463,53174,17694,1
ZSCAN29,HepG2,ZSCAN29_HepG2,0.0641182110327317,4016,1339,1
SIX1,HepG2,SIX1_HepG2,0.0640656824176149,3722,1242,1
SREBF1,K562,SREBF1_K562,0.0639188306075371,749,743,1
TEF,HepG2,TEF_HepG2,0.06387794415069,4243,1420,1
ATF6,HepG2,ATF6_HepG2,0.0638092313969795,776,260,1
ETV6,K562,ETV6_K562,0.0636882938674704,2891,2878,1
NFKB2,HepG2,NFKB2_HepG2,0.0636589477692089,10072,3382,1
ELF3,HepG2,ELF3_HepG2,0.0631333073336156,42259,14299,1
ZNF282,K562,ZNF282_K562,0.063077724533344,1933,1943,1
MLX,K562,MLX_K562,0.0630269083090439,331,333,1
TBX3,HepG2,TBX3_HepG2,0.0627344699493352,3225,1099,1
MEIS2,HepG2,MEIS2_HepG2,0.0627127271158646,4148,1414,1
SOX18,HepG2,SOX18_HepG2,0.062412213063472,470,161,1
TCF3,K562,TCF3_K562,0.0623326132668421,7180,7302,1
GATA4,HepG2,GATA4_HepG2,0.0623047222698268,2961,1016,1
MEIS1,HepG2,MEIS1_HepG2,0.0618115342773302,1249,432,1
KLF4,MCF-7,KLF4_MCF-7,0.0612254870730466,87700,7257,1
RFX3,HepG2,RFX3_HepG2,0.0611554626049393,10377,3627,1
ELF1,K562,ELF1_K562,0.0610330526693811,29796,30921,1
NRF1,HeLa-S3,NRF1_HeLa-S3,0.0610214164105105,14889,2726,1
HOXA5,HepG2,HOXA5_HepG2,0.0607332425457535,767,270,1
MXI1,K562,MXI1_K562,0.060457919929255,1128,1183,1
MYC,MCF-7,MYC_MCF-7,0.0596209727140264,68679,5837,1
ETV4,HepG2,ETV4_HepG2,0.0595137437972233,15691,5635,1
NFYC,HepG2,NFYC_HepG2,0.0594427428108299,18040,6486,1
RBPJ,HepG2,RBPJ_HepG2,0.0591972029756951,9355,3378,1
REST,K562,REST_K562,0.0591778681452316,29446,31515,1
MYBL2,HepG2,MYBL2_HepG2,0.0583238063018488,2308,846,1
E2F8,K562,E2F8_K562,0.0583226654583548,1825,1984,1
ELK1,HeLa-S3,ELK1_HeLa-S3,0.0581463928353233,9123,1753,1
ATF4,HepG2,ATF4_HepG2,0.0581400392663787,1493,549,1
HNF1B,HepG2,HNF1B_HepG2,0.0577148805826027,9353,3464,1
FOXK1,HepG2,FOXK1_HepG2,0.057503557873561,8786,3266,1
MXI1,HepG2,MXI1_HepG2,0.0573972424661491,3638,1355,1
IRF2,HepG2,IRF2_HepG2,0.0573342106782696,9184,3424,1
MAZ,HeLa-S3,MAZ_HeLa-S3,0.0572344250126182,63334,12356,1
HSF1,MCF-7,HSF1_MCF-7,0.0564611024624904,2806,252,1
FOSL1,HepG2,FOSL1_HepG2,0.0562896174665823,15331,5821,1
NEUROD1,K562,NEUROD1_K562,0.0558316097973617,2323,2638,1
SPDEF,MCF-7,SPDEF_MCF-7,0.0557126062284505,11329,1031,1
NFYA,K562,NFYA_K562,0.0556733253098088,4758,5418,1
CREB1,K562,CREB1_K562,0.055629324937382,5208,5935,1
ELF1,HepG2,ELF1_HepG2,0.0551765447815303,38836,15035,1
CREM,K562,CREM_K562,0.0549072623716594,15388,17759,1
ZNF143,K562,ZNF143_K562,0.0548191324393587,5876,6795,1
ELF1,MCF-7,ELF1_MCF-7,0.0543512198195693,70338,6557,1
KLF13,HepG2,KLF13_HepG2,0.0541672337580881,2853,1126,1
NR2C2,K562,NR2C2_K562,0.0541597127953181,35486,41483,1
GABPA,MCF-7,GABPA_MCF-7,0.0535003152439137,36616,3469,1
E2F7,K562,E2F7_K562,0.0533715528323496,851,1011,1
ZBED1,K562,ZBED1_K562,0.0529895150862217,412,493,1
TEAD2,HepG2,TEAD2_HepG2,0.0529183803160746,849,343,1
MAX,MCF-7,MAX_MCF-7,0.0523463714817331,28047,2716,1
FOXK2,HepG2,FOXK2_HepG2,0.0523158409543425,4197,1715,1
MAX,H1,MAX_H1,0.0519945464971046,79161,1276,1
TCF3,HepG2,TCF3_HepG2,0.0517770155859625,3197,1320,1
THAP11,HepG2,THAP11_HepG2,0.0511439051146313,28992,12111,1
HES1,MCF-7,HES1_MCF-7,0.0510716853399094,2377,236,1
CTCF,K562,CTCF_K562,0.0499383786761232,104267,131752,1
ELF4,K562,ELF4_K562,0.0493952562073487,9165,11760,1
CREB3L1,K562,CREB3L1_K562,0.0492237807308882,3021,3891,1
KLF6,K562,KLF6_K562,0.0489950216938466,1639,2121,1
HES1,K562,HES1_K562,0.0489598064479079,1644,2129,1
MYC,HepG2,MYC_HepG2,0.0485534697950966,21366,9403,1
ZNF143,HepG2,ZNF143_HepG2,0.04827199354619,10111,4477,1
KLF9,MCF-7,KLF9_MCF-7,0.0481581720861495,248739,26106,1
ZNF740,HepG2,ZNF740_HepG2,0.0477487270704591,55143,24655,1
EGR1,MCF-7,EGR1_MCF-7,0.0462591673843784,56924,6235,1
LBX2,HepG2,LBX2_HepG2,0.0460850110149242,97,45,1
NFYB,HepG2,NFYB_HepG2,0.0459926587021609,15082,7008,1
MYC,K562,MYC_K562,0.0452994261462033,14929,20881,1
ATF6,K562,ATF6_K562,0.0448996381923445,558,788,1
E2F1,K562,E2F1_K562,0.0448727754606272,2514,3552,1
HINFP,K562,HINFP_K562,0.0440519547833949,1466,2110,1
FOXK2,MCF-7,FOXK2_MCF-7,0.0439466890058104,260,30,1
YY1,K562,YY1_K562,0.0427082081776904,4902,7276,1
ATF2,H1,ATF2_H1,0.0420548099557031,21666,432,1
ATF3,H1,ATF3_H1,0.0420189309557973,5511,110,1
KLF16,K562,KLF16_K562,0.0418896921930032,7500,11348,1
MLX,HepG2,MLX_HepG2,0.041869953558303,3739,1909,1
RFX5,HepG2,RFX5_HepG2,0.0417430296198919,3548,1817,1
TFE3,HepG2,TFE3_HepG2,0.0406960687727418,4034,2119,1
XBP1,HepG2,XBP1_HepG2,0.0404941202481609,608,321,1
NKX3-1,HepG2,NKX3-1_HepG2,0.0399084221412701,280,150,1
ETS2,K562,ETS2_K562,0.0398481385076888,137,218,1
ZNF263,K562,ZNF263_K562,0.0395514173737172,8596,13774,1
MYC,H1,MYC_H1,0.0394318261704553,26383,561,1
E2F4,K562,E2F4_K562,0.039274087508082,734,1185,1
YY1,H1,YY1_H1,0.0390623357255073,59146,1269,1
HINFP,HepG2,HINFP_HepG2,0.0387359505094048,9214,5084,1
MAZ,MCF-7,MAZ_MCF-7,0.0386806752653093,75230,9850,1
MTF1,HepG2,MTF1_HepG2,0.0385756935643312,1476,818,1
POU5F1,H1,POU5F1_H1,0.0381306053297337,10412,229,1
POU5F1,K562,POU5F1_K562,0.038045028760267,30,50,1
ZBTB33,HepG2,ZBTB33_HepG2,0.0380258168873558,9070,5098,1
ERF,K562,ERF_K562,0.0377828415804279,842,1413,1
E2F6,H1,E2F6_H1,0.0375167837082719,249466,5558,1
EGR1,HepG2,EGR1_HepG2,0.0371984315638635,129652,74191,1
ZNF143,H1,ZNF143_H1,0.0366681673022282,42300,967,1
KLF13,K562,KLF13_K562,0.0364396796178405,3519,6122,1
ZBTB7A,HepG2,ZBTB7A_HepG2,0.0363968530375101,4759,2795,1
KLF16,HepG2,KLF16_HepG2,0.0360770406603699,37705,22315,1
CREB1,H1,CREB1_H1,0.0358648115947635,28404,664,1
ETV5,K562,ETV5_K562,0.0358272869422559,5887,10415,1
ATF3,HepG2,ATF3_HepG2,0.0356076772595723,4181,2510,1
MAZ,HepG2,MAZ_HepG2,0.0347951821103882,80915,49572,1
E2F4,MCF-7,E2F4_MCF-7,0.0347399002720395,644,94,1
KLF6,HepG2,KLF6_HepG2,0.0338120799205169,14819,9365,1
KLF9,HepG2,KLF9_HepG2,0.0336881327300334,17505,11102,1
