TF_name,cell_line,TF_cell_line,odds_ratio,p_value,overlap_bp_NFR,overlap_bp_NDR,qvalues
MAFG,K562,MAFG_K562,1.66702923126392,2.26611059624304e-136,6370,3535,6.51942586919152e-135
MAFK,H1,MAFK_H1,1.19535533131082,0.00157136942680301,4388,284,0.00753451494390161
MAFK,HeLa-S3,MAFK_HeLa-S3,0.755845600867418,1,12089,1202,1
MAFK,HepG2,MAFK_HepG2,0.826093113655665,1,9681,3781,1
MAFK,K562,MAFK_K562,1.16387301043427,6.66740694676392e-17,6694,5320,5.42089173497762e-16
MAX,H1,MAX_H1,0.501016053293693,1,6596,1018,1
MAX,HeLa-S3,MAX_HeLa-S3,0.302153699442736,1,5380,1338,1
MAX,HepG2,MAX_HepG2,0.775584429998214,1,8909,3706,1
MAX,K562,MAX_K562,0.664951912345558,1,4700,6536,1
MAZ,HeLa-S3,MAZ_HeLa-S3,0.0857795936521226,1,6366,5573,1
MAZ,HepG2,MAZ_HepG2,0.206742887332551,1,16435,25582,1
MAZ,K562,MAZ_K562,0.19427586948913,1,10541,49990,1
MEF2A,HepG2,MEF2A_HepG2,1.35835715120248,1.19476603045871e-08,1646,391,7.32528680969766e-08
MEF2A,K562,MEF2A_K562,2.18575007055634,6.33044603773811e-66,1484,628,9.10610314659251e-65
MEF2D,HepG2,MEF2D_HepG2,1.54298956617275,2.2802635681402e-22,2630,550,1.98329901042892e-21
MEF2D,K562,MEF2D_K562,2.30854990449454,5.46757986110463e-87,1772,710,9.73749937168158e-86
MEIS1,HepG2,MEIS1_HepG2,0.615387487731357,0.999999961344902,370,194,1
MEIS2,HepG2,MEIS2_HepG2,0.794328082836437,0.999997996836266,1418,576,1
MEIS2,K562,MEIS2_K562,1.21771792351233,6.38915775160691e-10,2196,1668,4.3446272710927e-09
MGA,K562,MGA_K562,0.882877528401077,0.999394160797258,1303,1365,1
MITF,K562,MITF_K562,0.928562960717024,0.999999989456977,11440,11394,1
MIXL1,HepG2,MIXL1_HepG2,0.890492417755322,0.981316862692648,1195,433,1
MLX,HepG2,MLX_HepG2,0.377885260339931,1,1197,1022,1
MLX,K562,MLX_K562,0.0533589304756979,1,9,156,1
MNT,HepG2,MNT_HepG2,0.638723353094376,1,4296,2170,1
MNT,K562,MNT_K562,0.644171958481148,1,3754,5389,1
MNX1,HepG2,MNX1_HepG2,0.897693719446105,0.899577073189793,498,179,1
MTF1,HepG2,MTF1_HepG2,0.249768174106606,1,281,363,1
MXI1,H1,MXI1_H1,0.31962489389727,1,595,144,1
MXI1,HeLa-S3,MXI1_HeLa-S3,0.224193777542176,1,1241,416,1
MXI1,HepG2,MXI1_HepG2,0.575356392830767,1,1061,595,1
MXI1,K562,MXI1_K562,1.01485474365604,0.429119659899186,440,401,1
MYBL2,HepG2,MYBL2_HepG2,0.527178781995216,1,714,437,1
MYBL2,K562,MYBL2_K562,0.719365155531054,0.994196418897557,98,126,1
MYC,H1,MYC_H1,0.309926804384463,1,2116,528,1
MYC,HeLa-S3,MYC_HeLa-S3,0.13337252800381,1,1892,1066,1
MYC,HepG2,MYC_HepG2,0.445967780008997,1,5526,3997,1
MYC,K562,MYC_K562,0.388159636284602,1,3535,8419,1
NEUROD1,K562,NEUROD1_K562,0.461602438868001,1,562,1126,1
NFATC3,HepG2,NFATC3_HepG2,0.329247963861276,0.999999999999993,100,98,1
NFATC3,K562,NFATC3_K562,1.8214379960861,4.48287055208541e-25,833,423,3.99188949161891e-24
NFE2,HepG2,NFE2_HepG2,0.568354899573145,0.999999999999999,576,327,1
NFE2,K562,NFE2_K562,1.0486585721,0.00694872804153852,5763,5083,0.0313111359944025
NFE2L1,HepG2,NFE2L1_HepG2,0.409056834136192,1,232,183,1
NFE2L1,K562,NFE2L1_K562,0.976584231545151,0.772995641528138,1965,1861,1
NFE2L2,HeLa-S3,NFE2L2_HeLa-S3,0.829960104918052,0.999919862462608,5113,463,1
NFE2L2,HepG2,NFE2L2_HepG2,0.803962882027489,0.999999824156263,1946,781,1
NFIA,HepG2,NFIA_HepG2,1.22423602538282,6.3596852506675e-06,2174,573,3.49782688786713e-05
NFIB,HepG2,NFIB_HepG2,0.766695950890094,0.999999998815408,1756,739,1
NFIC,HepG2,NFIC_HepG2,1.53121260914304,1.69457638597216e-13,1547,326,1.1957954119879e-12
NFIC,K562,NFIC_K562,0.869628170314517,0.999998250053117,2125,2260,1
NFIL3,HepG2,NFIL3_HepG2,1.0335953888156,0.10684707156182,6067,1894,0.41625838295959
NFIX,K562,NFIX_K562,1.37909932482745,0.00476921526969951,167,112,0.0217522745227758
NFKB2,HepG2,NFKB2_HepG2,0.36567892717403,1,1826,1611,1
